Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.204-20.189.73.166-45888-443-6,192.168.1.204,45888,20.189.73.166,443,6,04/02/2020 10:26:10 AM,767610,12,13,2027.0,5394.0,1308.0,0.0,168.91666666666669,370.946812735718,1440.0,0.0,414.9230769230769,627.293984978131,9667.669780226937,32.56862208673675,31983.750000000004,49816.51961666322,161930.0,0.0,673620.0,61238.181818181816,57399.470610482436,161930.0,172.0,565605.0,47133.75,74027.46498935379,219415.0,0.0,0,0,0,0,240,308,15.632938601633642,16.935683485103112,0.0,1440.0,285.42307692307696,517.6081276855627,267918.17384615383,0,1,0,0,0,0,0,0,1.0,296.84,168.91666666666666,414.9230769230769,0,0,0,0,0,0,12,2027,13,5394,-1,1029,6,0,0,0,0,0,0,0,0,0,No Label
172.105.215.210-192.168.1.204-443-45890-6,192.168.1.204,45890,172.105.215.210,443,6,04/02/2020 10:26:37 AM,3533134,6,11,626.0,4782.0,326.0,0.0,104.33333333333334,131.7295208625108,1440.0,0.0,434.72727272727263,582.0178847611285,1530.6523896348115,4.811592201144933,220820.875,742969.53046352,2998420.0,1.0,408244.0,81648.8,73973.61666296978,145137.0,467.0,3533134.0,353313.4,931764.2388547056,2998562.0,1.0,0,0,0,0,120,244,1.6982090121687996,3.1133831889761328,0.0,1440.0,300.44444444444446,484.6822151401912,234916.84967320258,0,1,0,0,0,0,0,0,1.0,318.11764705882354,104.33333333333333,434.72727272727275,0,0,0,0,0,0,6,626,11,4782,-1,254,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45892-443-6,192.168.1.204,45892,20.189.74.153,443,6,04/02/2020 10:26:41 AM,394352,10,10,1096.0,4000.0,668.0,0.0,109.6,207.59586808133838,1440.0,0.0,400.0,599.9236988521494,12922.465208747515,50.71611149429951,20755.36842105263,38008.03916017201,103637.0,0.0,301912.0,33545.77777777778,45759.85353936838,103751.0,270.0,393373.0,43708.1111111111,50400.78801825534,107463.0,0.0,0,0,0,0,200,224,25.358055747149756,25.358055747149756,0.0,1440.0,242.66666666666669,453.3504531081152,205526.63333333336,0,1,0,0,0,0,0,0,1.0,254.8,109.6,400.0,0,0,0,0,0,0,10,1096,10,4000,-1,1025,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45893-443-6,192.168.1.204,45893,20.189.74.153,443,6,04/02/2020 10:26:42 AM,371258,10,10,657.0,3957.0,229.0,0.0,65.7,88.84324522563448,1440.0,0.0,395.7,602.0729099443762,12428.015019204975,53.87089301779356,19539.8947368421,37452.78432149936,90908.0,1.0,280918.0,31213.11111111111,45420.691915812014,93454.0,95.0,370345.0,41149.444444444445,47407.15583409089,91520.0,1.0,0,0,0,0,200,224,26.93544650889678,26.93544650889678,0.0,1440.0,219.7142857142857,443.2071911484676,196432.61428571428,0,1,0,0,0,0,0,0,1.0,230.7,65.7,395.7,0,0,0,0,0,0,10,657,10,3957,-1,1027,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45894-443-6,192.168.1.204,45894,20.189.74.153,443,6,04/02/2020 10:26:42 AM,362898,10,10,626.0,3957.0,210.0,0.0,62.6,82.85087004170002,1440.0,0.0,395.7,602.0729099443762,12628.892967169839,55.111904722539116,19099.894736842107,36090.903718395944,87843.0,0.0,275067.0,30563.0,43821.59186690963,92207.0,164.0,361587.0,40176.33333333334,46661.114107466405,90678.0,0.0,0,0,0,0,200,224,27.555952361269558,27.555952361269558,0.0,1440.0,218.2380952380953,443.2263422633976,196449.59047619047,0,1,0,0,0,0,0,0,1.0,229.15,62.6,395.7,0,0,0,0,0,0,10,626,10,3957,-1,1027,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45895-443-6,192.168.1.204,45895,20.189.74.153,443,6,04/02/2020 10:26:43 AM,386628,10,10,831.0,3965.0,403.0,0.0,83.1,131.28209660455948,1440.0,0.0,396.5,601.6503691236852,12404.688744736543,51.72931086212069,20348.84210526316,38712.36184169823,97366.0,1.0,295270.0,32807.77777777778,47084.2615020608,98986.0,117.0,385576.0,42841.77777777778,49643.31651082998,99495.0,1.0,0,0,0,0,200,224,25.864655431060346,25.864655431060346,0.0,1440.0,228.3809523809524,444.9059986323489,197941.34761904762,0,1,0,0,0,0,0,0,1.0,239.8,83.1,396.5,0,0,0,0,0,0,10,831,10,3965,-1,1026,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45895-443-6,20.189.74.153,443,192.168.1.204,45895,6,04/02/2020 10:26:43 AM,1,1,1,0.0,42.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,0.0,4.2E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1000000.0,1000000.0,0.0,42.0,28.0,24.24871130596428,588.0,0,0,0,1,1,0,0,0,1.0,42.0,0.0,42.0,0,0,0,0,0,0,1,0,1,42,-1,1026,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45896-443-6,192.168.1.204,45896,20.189.74.153,443,6,04/02/2020 10:26:43 AM,361115,10,10,639.0,3950.0,211.0,0.0,63.9,85.27791169008668,1440.0,0.0,395.0,602.4511045166515,12707.863146089196,55.384018941334475,19006.05263157895,36500.67685289271,90089.0,1.0,270910.0,30101.11111111111,43978.81064627727,91888.0,100.0,360073.0,40008.11111111111,46299.0010460389,90089.0,1.0,0,0,0,0,200,224,27.692009470667237,27.692009470667237,0.0,1440.0,218.52380952380955,443.2974869145571,196512.66190476192,0,1,0,0,0,0,0,0,1.0,229.45,63.9,395.0,0,0,0,0,0,0,10,639,10,3950,-1,1027,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45896-443-6,20.189.74.153,443,192.168.1.204,45896,6,04/02/2020 10:26:44 AM,489,1,2,0.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,21.0,29.698484809834994,85889.57055214724,6134.9693251533745,244.5,185.969083452062,376.0,113.0,0,0,0,0,0,113.0,113.0,0.0,113.0,113.0,0,1,0,0,20,40,2044.989775051125,4089.97955010225,0.0,42.0,21.0,24.24871130596428,588.0,0,0,0,1,1,0,0,0,2.0,28.0,0.0,21.0,0,0,0,0,0,0,1,0,2,42,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,04/02/2020 10:23:28 AM,77500227,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025806376025195386,7.7500227E7,0.0,7.7500227E7,7.7500227E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903188012597693,0.012903188012597693,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,7.7500227E7,0.0,7.7500227E7,7.7500227E7,No Label
192.168.1.204-20.189.74.153-45897-443-6,192.168.1.204,45897,20.189.74.153,443,6,04/02/2020 10:26:45 AM,397642,10,10,1120.0,3965.0,692.0,0.0,112.0,214.78309472064552,1440.0,0.0,396.5,601.6503691236852,12787.884579596723,50.296497854854366,20928.526315789477,37250.27788019905,91606.0,0.0,307636.0,34181.77777777778,50968.98827173681,123250.0,94.0,396778.0,44086.44444444444,45521.37579508969,92726.0,0.0,0,0,0,0,200,224,25.148248927427183,25.148248927427183,0.0,1440.0,242.14285714285717,454.93409255784354,206965.02857142856,0,1,0,0,0,0,0,0,1.0,254.25,112.0,396.5,0,0,0,0,0,0,10,1120,10,3965,-1,1025,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45898-443-6,192.168.1.204,45898,20.189.74.153,443,6,04/02/2020 10:26:45 AM,418261,10,10,651.0,3957.0,223.0,0.0,65.1,87.62984017381801,1440.0,0.0,395.7,602.0729099443762,11017.044381379092,47.81703290529119,22013.736842105267,36870.43290563759,94477.0,8.0,329087.0,36565.22222222222,51257.6738566475,126114.0,123.0,417307.0,46367.444444444445,44858.39688985528,95089.0,8.0,0,0,0,0,200,224,23.908516452645596,23.908516452645596,0.0,1440.0,219.42857142857142,443.2028397278803,196428.75714285715,0,1,0,0,0,0,0,0,1.0,230.4,65.1,395.7,0,0,0,0,0,0,10,651,10,3957,-1,1027,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45898-443-6,20.189.74.153,443,192.168.1.204,45898,6,04/02/2020 10:26:46 AM,2,1,1,0.0,42.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,0.0,2.1E7,1000000.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,500000.0,500000.0,0.0,42.0,28.0,24.24871130596428,588.0,0,0,0,1,1,0,0,0,1.0,42.0,0.0,42.0,0,0,0,0,0,0,1,0,1,42,-1,1027,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45899-443-6,192.168.1.204,45899,20.189.74.153,443,6,04/02/2020 10:26:46 AM,381989,10,10,1106.0,3966.0,678.0,0.0,110.6,210.58711578188567,1440.0,0.0,396.59999999999997,601.5982786618399,13277.869258015282,52.35752861993408,20104.684210526317,38382.72809343724,99967.0,52.0,281893.0,31321.444444444445,45803.33438765979,94758.0,112.0,381132.0,42348.0,48453.23716997658,99967.0,208.0,0,0,0,0,200,224,26.17876430996704,26.17876430996704,0.0,1440.0,241.52380952380955,454.2376711642947,206331.86190476193,0,1,0,0,0,0,0,0,1.0,253.6,110.6,396.6,0,0,0,0,0,0,10,1106,10,3966,-1,1025,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45900-443-6,192.168.1.204,45900,20.189.74.153,443,6,04/02/2020 10:26:46 AM,372038,10,10,693.0,3950.0,265.0,0.0,69.3,96.5873812784166,1440.0,0.0,395.0,602.4511045166515,12479.90796639053,53.757949456775926,19580.947368421053,38162.39162007202,97624.0,1.0,283648.0,31516.444444444445,46040.04159454873,97737.0,89.0,370504.0,41167.11111111111,48802.98555530298,100174.0,1.0,0,0,0,0,200,224,26.878974728387963,26.878974728387963,0.0,1440.0,221.0952380952381,443.4082661342597,196610.89047619046,0,1,0,0,0,0,0,0,1.0,232.15,69.3,395.0,0,0,0,0,0,0,10,693,10,3950,-1,1027,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45901-443-6,192.168.1.204,45901,20.189.74.153,443,6,04/02/2020 10:26:47 AM,448127,10,10,1086.0,3978.0,658.0,0.0,108.60000000000001,204.60976407677995,1440.0,0.0,397.79999999999995,600.9858197624596,11300.367976042506,44.63020527662917,23585.63157894737,44430.01206418238,124296.0,0.0,323716.0,35968.444444444445,50870.96496802255,111696.0,151.0,446900.0,49655.555555555555,57500.71966747701,124296.0,0.0,0,0,0,0,200,224,22.315102638314585,22.315102638314585,0.0,1440.0,241.14285714285717,453.1380899587107,205334.1285714286,0,1,0,0,0,0,0,0,1.0,253.2,108.6,397.8,0,0,0,0,0,0,10,1086,10,3978,-1,1025,5,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-20.189.74.153-45902-443-6,192.168.1.204,45902,20.189.74.153,443,6,04/02/2020 10:26:47 AM,427158,10,10,672.0,3957.0,244.0,0.0,67.2,91.97801669722801,1440.0,0.0,395.7,602.0729099443762,10836.73956709227,46.821082597071815,22482.0,44243.48100002983,126350.0,0.0,300637.0,33404.11111111111,48677.54200461555,102577.0,107.0,426231.0,47359.0,56779.60209661565,126350.0,0.0,0,0,0,0,200,224,23.410541298535907,23.410541298535907,0.0,1440.0,220.42857142857142,443.23499088277896,196457.25714285712,0,1,0,0,0,0,0,0,1.0,231.45,67.2,395.7,0,0,0,0,0,0,10,672,10,3957,-1,1027,5,0,0,0,0,0,0,0,0,0,No Label
172.105.215.210-192.168.1.204-443-45904-6,192.168.1.204,45904,172.105.215.210,443,6,04/02/2020 10:27:38 AM,3534236,6,11,626.0,4782.0,326.0,0.0,104.33333333333334,131.7295208625108,1440.0,0.0,434.72727272727263,582.0178847611285,1530.1751212992,4.810091912368048,220889.75,743849.9340303795,3001897.0,71.0,396658.0,79331.6,71652.31183499943,137279.0,664.0,3534236.0,353423.6,932893.3285040567,3001980.0,152.0,0,0,0,0,120,244,1.6976794984828405,3.1124124138852074,0.0,1440.0,300.44444444444446,484.6822151401912,234916.84967320258,0,1,0,0,0,0,0,0,1.0,318.11764705882354,104.33333333333333,434.72727272727275,0,0,0,0,0,0,6,626,11,4782,-1,254,3,0,0,0,0,0,0,0,0,0,No Label
142.250.4.188-192.168.1.204-5228-45409-6,192.168.1.204,45409,142.250.4.188,5228,6,04/02/2020 10:25:39 AM,90204518,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0332577576657524,0.0665155153315048,1.80409036E7,2.461304693643906E7,4.5005941E7,64354.0,4.5064704E7,4.5064704E7,0.0,4.5064704E7,4.5064704E7,9.0204518E7,3.0068172666666668E7,2.5983003977821354E7,4.5070295E7,65584.0,0,0,0,0,40,116,0.022171838443834933,0.04434367688766987,0.0,1.0,0.5714285714285714,0.5345224838248487,0.28571428571428564,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,1.0,0.25,0,0,0,0,0,0,2,2,4,1,-1,255,2,0,64969.0,869.7413408594534,65584.0,64354.0,4.50031455E7,3953.434013613987,4.5005941E7,4.500035E7,No Label
192.168.1.204-40.81.26.225-45889-443-6,192.168.1.204,45889,40.81.26.225,443,6,04/02/2020 10:26:11 AM,104110522,51,49,33978.0,27499.0,1440.0,0.0,666.235294117647,671.9370681316904,1440.0,0.0,561.2040816326531,641.8072133823831,590.4974715235795,0.9605177082869684,1051621.4343434342,5463597.523546106,4.1363533E7,0.0,1.04006567E8,2080131.34,7584455.011378945,4.1363533E7,9.0,1.0406345E8,2167988.5416666665,7767744.503558576,4.149436E7,0.0,0,0,0,0,1020,1076,0.48986403122635386,0.47065367706061445,0.0,1440.0,608.6831683168318,655.7197714068575,429968.4186138614,0,1,0,0,0,0,0,0,0.0,614.77,666.2352941176471,561.204081632653,0,0,0,0,0,0,51,33978,49,27499,-1,2053,38,0,460028.0,259419.40778720987,848622.0,311734.0,2.546298375E7,1.2127147438903136E7,4.1363533E7,1.5455292E7,No Label
192.168.1.204-40.90.23.154-45891-443-6,192.168.1.204,45891,40.90.23.154,443,6,04/02/2020 10:26:40 AM,109979178,18,25,5743.0,16779.0,1440.0,0.0,319.05555555555554,544.5529707094588,1440.0,0.0,671.1599999999999,700.6066228633583,204.7842183363109,0.3909831004556153,2618551.857142857,1.6824889043360263E7,1.09059514E8,0.0,1.09783339E8,6457843.470588235,2.6439953736889087E7,1.09059514E8,10.0,919555.0,38314.79166666667,87685.07883327805,306796.0,0.0,0,0,0,0,360,524,0.1636673443767692,0.2273157560788461,0.0,1440.0,511.86363636363643,653.9161666953487,427606.3530655391,0,1,0,0,0,0,0,0,1.0,523.7674418604652,319.05555555555554,671.16,0,0,0,0,0,0,18,5743,25,16779,-1,1029,9,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-40.90.23.154-45891-443-6,192.168.1.204,45891,40.90.23.154,443,6,04/02/2020 10:28:31 AM,638293,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1333572512936847,638293.0,0.0,638293.0,638293.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.5666786256468423,1.5666786256468423,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,258,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-40.90.23.154-45891-443-6,192.168.1.204,45891,40.90.23.154,443,6,04/02/2020 10:28:32 AM,2553195,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783332256251481,2553195.0,0.0,2553195.0,2553195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.3916661281257405,0.3916661281257405,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,258,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-63.251.109.126-45906-443-6,192.168.1.204,45906,63.251.109.126,443,6,04/02/2020 10:28:28 AM,8096301,6,8,643.0,6434.0,517.0,0.0,107.16666666666666,207.00571650721793,1440.0,0.0,804.25,680.8525642793117,874.1028773510272,1.729184722751785,622792.3846153846,1993582.405112947,7247024.0,0.0,7824963.0,1564992.6,3179574.620916185,7247024.0,305.0,808192.0,115456.0,142919.70629459512,271223.0,0.0,0,0,0,0,120,180,0.7410791668936221,0.9881055558581628,0.0,1440.0,471.8,618.9681736567721,383121.6000000001,0,1,0,0,0,0,0,0,1.0,505.5,107.16666666666667,804.25,0,0,0,0,0,0,6,643,8,6434,-1,11,2,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-63.251.109.126-45905-443-6,192.168.1.204,45905,63.251.109.126,443,6,04/02/2020 10:28:28 AM,8209449,9,10,2614.0,6963.0,1440.0,0.0,290.44444444444446,484.7040620603234,1440.0,0.0,696.3000000000001,654.1296252782522,1166.582556271438,2.3144062409060586,456080.50000000006,1664366.840191268,7110579.0,13.0,7938591.0,992323.875,2475863.6846828936,7110579.0,13.0,1053248.0,117027.55555555556,137836.26630998743,271174.0,321.0,0,0,0,0,180,220,1.0962976930607646,1.218108547845294,0.0,1440.0,478.84999999999997,596.1316769940929,355372.9763157895,0,1,0,0,0,0,0,0,1.0,504.05263157894734,290.44444444444446,696.3,0,0,0,0,0,0,9,2614,10,6963,-1,13,4,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-63.251.109.126-45906-443-6,192.168.1.204,45906,63.251.109.126,443,6,04/02/2020 10:28:36 AM,1144949,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.746802696015281,1144949.0,0.0,1144949.0,1144949.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.8734013480076405,0.8734013480076405,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,258,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-63.251.109.126-45906-443-6,192.168.1.204,45906,63.251.109.126,443,6,04/02/2020 10:28:40 AM,4578286,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368447056387477,4578286.0,0.0,4578286.0,4578286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.21842235281937386,0.21842235281937386,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,258,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-63.251.109.126-45906-443-6,63.251.109.126,443,192.168.1.204,45906,6,04/02/2020 10:28:45 AM,185931,1,1,272.0,0.0,272.0,272.0,272.0,0.0,0.0,0.0,0.0,0.0,1462.9082831803196,10.756678552796467,185931.0,0.0,185931.0,185931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5.378339276398234,5.378339276398234,0.0,272.0,90.66666666666667,157.0392732195782,24661.333333333336,0,0,0,0,1,0,0,0,1.0,136.0,272.0,0.0,0,0,0,0,0,0,1,272,1,0,-1,11,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-63.251.109.130-45908-443-6,192.168.1.204,45908,63.251.109.130,443,6,04/02/2020 10:28:30 AM,16107521,10,8,643.0,6434.0,517.0,0.0,64.3,163.91735722613393,1440.0,0.0,804.25,680.8525642793117,439.359973517961,1.1174903947044366,947501.2352941177,2092197.1589470997,8000421.0,0.0,1.5107073E7,1678563.666666667,2714821.9537277212,8000421.0,540.0,1.5778251E7,2254035.857142857,5733338.297693251,1.5252989E7,0.0,0,0,0,0,248,176,0.6208279970580204,0.4966623976464163,0.0,1440.0,372.47368421052636,580.5473823538391,337035.2631578947,0,1,0,0,0,0,0,0,0.0,393.1666666666667,64.3,804.25,0,0,0,0,0,0,10,643,8,6434,-1,29480,2,0,7001376.0,0.0,7001376.0,7001376.0,8000421.0,0.0,8000421.0,8000421.0,No Label
192.168.1.204-63.251.109.130-45907-443-6,192.168.1.204,45907,63.251.109.130,443,6,04/02/2020 10:28:30 AM,16220214,13,10,2591.0,6963.0,1440.0,0.0,199.30769230769232,418.17288781383724,1440.0,0.0,696.3000000000001,654.1296252782522,589.0181226955452,1.4179837577975236,737282.4545454546,1870775.3765688587,8007176.0,16.0,1.5207923E7,1267326.9166666665,2434231.829421962,8007176.0,16.0,1.6100332E7,1788925.7777777778,5063909.266867589,1.5288244E7,228.0,0,0,0,0,308,220,0.8014690804942525,0.6165146773032711,0.0,1440.0,398.08333333333337,571.4530614576103,326558.60144927533,0,1,0,0,0,0,0,0,0.0,415.39130434782606,199.30769230769232,696.3,0,0,0,0,0,0,13,2591,10,6963,-1,13,4,0,7015208.0,0.0,7015208.0,7015208.0,8007176.0,0.0,8007176.0,8007176.0,No Label
192.168.1.204-63.251.109.130-45908-443-6,63.251.109.130,443,192.168.1.204,45908,6,04/02/2020 10:28:46 AM,611,2,2,31.0,216.0,31.0,0.0,15.5,21.920310216782973,216.0,0.0,108.0,152.73506473629428,404255.3191489362,6546.6448445171845,203.66666666666666,114.02338941345909,331.0,111.0,331.0,331.0,0.0,331.0,331.0,111.0,111.0,0.0,111.0,111.0,0,1,0,0,40,40,3273.3224222585923,3273.3224222585923,0.0,216.0,92.6,113.35695832193099,12849.8,0,0,0,1,1,0,0,0,1.0,115.75,15.5,108.0,0,0,0,0,0,0,2,31,2,216,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-63.251.109.130-45907-443-6,63.251.109.130,443,192.168.1.204,45907,6,04/02/2020 10:28:46 AM,488,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,63524.59016393443,6147.540983606557,244.0,173.9482681718907,367.0,121.0,0,0,0,0,0,121.0,121.0,0.0,121.0,121.0,0,1,0,0,20,40,2049.1803278688526,4098.360655737705,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,0,0,1,1,0,0,0,2.0,20.666666666666668,0.0,15.5,0,0,0,0,0,0,1,0,2,31,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-52.114.6.47-45903-443-6,192.168.1.204,45903,52.114.6.47,443,6,04/02/2020 10:27:31 AM,109699029,13,10,2481.0,6508.0,1307.0,0.0,190.84615384615384,411.2280077511433,1440.0,0.0,650.8,689.1021211209071,81.94238437607319,0.2096645723272537,4986319.5,2.328694921112124E7,1.09246882E8,3.0,1.09610408E8,9134200.666666668,3.1527340831452165E7,1.09246882E8,185.0,452051.0,50227.88888888889,59401.004285374765,148365.0,3.0,0,0,0,0,260,224,0.11850606261975209,0.09115850970750161,0.0,1440.0,374.5416666666667,576.5413352326822,332399.91123188403,0,1,0,0,0,0,0,0,0.0,390.82608695652175,190.84615384615384,650.8,0,0,0,0,0,0,13,2481,10,6508,-1,1029,4,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-52.114.6.47-45903-443-6,52.114.6.47,443,192.168.1.204,45903,6,04/02/2020 10:29:21 AM,25125,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.60199004975124,25125.0,0.0,25125.0,25125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,39.80099502487562,39.80099502487562,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1029,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.204-52.109.56.34-45912-443-6,192.168.1.204,45912,52.109.56.34,443,6,04/02/2020 10:29:52 AM,257370,13,13,6992.0,8537.0,1440.0,0.0,537.8461538461538,646.0274563507146,1440.0,0.0,656.6923076923077,681.3813646575346,60337.25764463613,101.02187512142052,10294.8,25718.188871561957,116437.0,2.0,251572.0,20964.333333333332,46700.36956118779,160152.0,9.0,200441.0,16703.416666666664,33278.109497381265,116437.0,2.0,0,0,0,0,272,284,50.51093756071026,50.51093756071026,0.0,1440.0,575.1481481481482,650.8843512840347,423650.4387464387,0,1,0,0,0,0,0,0,1.0,597.2692307692307,537.8461538461538,656.6923076923077,0,0,0,0,0,0,13,6992,13,8537,-1,16425,8,0,0,0,0,0,0,0,0,0,No Label
172.105.215.210-192.168.1.204-443-45911-6,192.168.1.204,45911,172.105.215.210,443,6,04/02/2020 10:29:37 AM,15408117,6,10,626.0,4782.0,326.0,0.0,104.33333333333334,131.7295208625108,1440.0,0.0,478.19999999999993,594.3775081732335,350.98383533821817,1.0384137140183969,1027207.7999999999,3829243.6789382384,1.4867412E7,1.0,409754.0,81950.8,73859.11883240959,138570.0,534.0,1.5408117E7,1712013.0,4933766.914889069,1.4867525E7,1.0,0,0,0,0,120,224,0.3894051427568988,0.649008571261498,0.0,1440.0,318.11764705882354,493.5844510254731,243625.61029411762,0,1,0,0,0,0,0,0,1.0,338.0,104.33333333333333,478.2,0,0,0,0,0,0,6,626,10,4782,-1,254,3,0,0,0,0,0,0,0,0,0,No Label
